Year,State,County,Observed
2012.0,Oklahoma,Le Flore,"We went to LeFlore County to trail ride and during the trip there my husband and I joked about the possibility of seeing one. I even went to Honobia, OK with my daughter to the Bigfoot Festival in 2011 and learned a great deal.  I also want to say that I have nothing to gain by fabricating a tall tale about Bigfoot.  I have hesitated about reporting this encounter because my best friend of 40 years doesnt believe me.  But I assure you, this really happened.  I am so excited about the encounter that we are returning to the area with our horses in a few weeks to do some investigating of our own and to trail ride some more since it rained on us all weekend this last time."
2012.0,Oklahoma,Le Flore,I was driving down highway 59 from Heavener to Poteau. I turned right on co road 133 and about 100 ft onto the street on the right side of the road was a huge figure standing bout 7ft+ on the side of the road kind of hunched over and I guess when it saw my lights it spooked em cause it ran off into the trees I slowed down to see what it was don't know where it went after that cause it spooked me.
2012.0,Oklahoma,Le Flore,"My wife and I were in Broken Bow, OK on Sun. the 18th of March 2012. We live in Arkansas about 20 miles west, but on a whim decided to take a 2 hr detour north on HWY 259 and cut across Rich Mt. Rich Mt is the highest point in the Ouachita Mts. I had commented about how squatchy the area looked and my wife replied that we would not see one in the day time. Well, about 45 minutes later she saw one. We were about a mile south of Talimena Scenic By-Way on 259, right on the west end of Rich Mt. She said it was about 35-40 ft off the road walking behind a tree. She described it as being 9-10 ft tall with stringy hair of varying shades of brown. She noticed it was bipedal with long arms swinging in the usual 'squatchy' way. She was very firm when I asked if perhaps it was a bear and said that she knew what she saw. As my luck goes, we were at a point where the road was hairpin curves with no shoulders and no way to turn around. I guess I'll have to wait for my first sighting. One thing she mentioned was noticing the muscles in the arms and legs. If this was a man in a suit they went to some trouble to pull it off."
2012.0,Oklahoma,Le Flore,"On the evening of January 4, 2012, my fiance, her grandmother, and I were driving back to Broken Bow from my fiance's baby appointment in Talihina, Ok. I had just awakened from a nap-i was riding in the back seat-and I looked out the window to see about where we were. I had noticed that there was a power line trail on a hill that was near the hwy we were driving on. Next to a power line pole was the silhouette of something large. I say silhouette because the sun was on it's way to setting, causing the side that was facing me of whatever was standing there to be shadowed. Within a second of me spotting it, it ducked to it's left into the wood line. This was not a bear-the shoulders were clearly defined and it looked to large to be a person.  Now a short background of myself, I am prior military, have never done drugs, and have been around woods all my life. My attention to detail is immaculate and I know when something is out of place. I know what I saw and will stand by my story. Also as an avid bigfoot follower/believer I have a habit of checking power line trails when passing by. To me, there is no other explanation-i have no doubt that was sasquatch."
2009.0,Oklahoma,Le Flore,"We were on our way to a rental cabin (Cloud 9 cabins), in Smithville Oklahoma on Oct 1, 2009 on Beechton Road (dirt road) at about 4:30pm. The weather conditions were overcast, temp around 60, no rain, daylight, we were driving about 30 mph. No cars, houses, people for miles around. As we were heading to the west from Mena, Ak about a 1 ½ miles or so from the turnoff to the cabins, my wife Debbie smelled something sweet but dead smelling at the same time. About a minute after that, we went around a turn in the road, and saw an animal move across the road from the left to the right, into the brush and trees.  This animal moved in a very fluid motion on all fours. It was dark grey or black, short hair, about 36 long and about 24 high. It had no tail, no collar on its neck. The head was completely round about the size of a large grapefruit. There were also no ears or snout visible. It ran by moving its legs back and forth, not together as in how a cat would run fast. We could not identify it. We thought we might have seen a baby Sasquatch, going to its mother in the woods. We felt the mother might have crossed first, before we came to the curve. We do know what it was not. It was not a dog, cat, bear, bobcat, skunk, wolverine, rat, rabbit, skunk, or anything else that we have ever seen, and we do spend a lot of time in the woods, hunting and camping. The total time we saw the animal was about 3 seconds, and we stopped to look were it had entered into the woods, but saw nothing. What was more striking in my mind was, if it were to stand up. It would have looked like a small dark person. (keep in mind we didnt see the face) We still think to this day that is/was a baby Sasquatch. When we got back home in Missouri, we looked on the internet for baby gorillas, to compare what they looked like to this animal, and there was a close match."
2008.0,Oklahoma,Le Flore,"We were hiking up a ridge above a friends cabin. We had stopped to catch our breath and check out some stone formations. After about 10 minutes waiting for one of my friends to come back from a possible stone formation, I was looking uphill and saw a head peaking around a hickory tree and brush. It was moving back and forth from around the tree. There was a lot of dead tree fall and vegetation between us but it appeared to be sitting on the ground."
2008.0,Oklahoma,Le Flore,"We started a trip into the Horse thief Springs Trail from Cedar Lake on Saturday afternoon at 1730. We had a late start due to drive from Texas and waking up two teenagers on a Saturday.  We were in a hurry to make the springs before dark, so we pressed pretty hard on the trail...we had 7 miles to cover quickly. We had planned on hiking The Old Military Road Trail several miles to the west, but audibled to this one due to available water sources.  I made camp on the other side of the Ouachita National Recreation Trail where it intersects with the shorter HST...this was about 200 yards past where a small water flow crosses the ONRT.  About 2100, my son's friend stated, ""What was that?""  My son looked at me and asked if I heard the noise.  I wasn't paying attention because I was making our dinner.  Another call immediately came...it was a series (3-4) of high-pitched whoops.  They were very clear and distinct.  My best guess would be within 1/2 mile to our north. At one point my son said, ""It sounds like a monkey!"" This continued for a while and eventually we heard the ""whoops"" start coming from our south.  The ones from the south sounded like they were coming from past Hwy 1 because we could hear an occasional car pass and it sounded much closer.  The calls seemed to go on into the night intermittently.  I finally fell asleep around 0230 in the morning and was up around 0600.  No other vocalizations were noted during the morning or hike out."
2007.0,Oklahoma,Le Flore,"Me and a long time friend were camping in the woods near Heavener, Okla by Tram Ridge Road.  About 5:15pm we heard what sounded like an ape at the zoo. We sat and listened to this for about two minutes and then there were knocks coming from the area of the creek below us. We thought it was a woodpecker at first but the knocks were to slow and too loud for it to be that."
2005.0,Oklahoma,Le Flore,"I was reading some of your sighting reports of other people who have had an encounter with one of these creatures. I also have seen one back in 1986 in Bowie County, Texas while deer hunting with my Nephew late one November afternoon. Since that time I live in LeFlore County, Oklahoma.Last Spring while Turkey Hunting with my brother at Big Cedar,OK he had an encounter with one that was about 8'-9' tall this thing shook him up pretty bad. I got a call from a guy at Big Cedar Thursday Jan. 26th last week saying a Road Crew that was working on a bridge on highway 63 East of Big Cedar had found some large tracks of some kind of man or Something. My Nephew and I went there yesterday and seen the tracks they look real my nephew took some pictures, and I contacted Jerry Heston and told him about this. The last two or three years there has been a number of sightings around this area. Myself being an avid hunter and outdoorsman I have desided to hunt for one of these creatures, not to shoot or kill one, but to prove they do exist."
2004.0,Oklahoma,Le Flore,"This was our third trip to the LeFlore county area.  We were aware of the BFRO reports from this area and decided to camp,explore and just enjoy some time outside.  To become more familiar with the area we wanted to spend time in the Honobia Wildlife Area and the Ouchita Nat'l Forest.  We arrived late on October 22nd and just picked an easy place to access.  We set up camp in the Billy Creek campground.  At approximately 2330 hours Ann and I both heard an unusual sound.  Ann described the sound as being a cross between an elk and an elephant.  She heard the sound twice and thought it came from west of us on a slight ridge.  I heard the sound four times and thought it came from the creek bottom.  I would describe the sound as having a hollow quality with two distinct pitches.  The sound lasted about three seconds with the first half being the higher pitch.  Our dog was acting rather nervous for a short time before and during the sounds.  After the sounds he settled down and went to sleep.  We didn't hear anything else.  We were the only ones in the campground that night.  The next night there were three other tents.  We heard nothing that night.  We're not saying that this was a bigfoot, but we've spent quite a bit of time outdoors and haven't heard anything like this previously. Being rural people we're aware of the different wildlife sounds but, this was a new one to us."
2004.0,Oklahoma,Le Flore,"On April the 17th 2004 I was Turkey hunting in the Ouachita National Forest with my girl friend and my brother. I had crossed the creek that ran along side an old log road that headed up the mountain to the west, when I decided to hunt the creek bottom that afternoon. As I set up my Turkey blind and got settled in to do some hunting I blew one of my locater calls it was a screaming hawk. After sitting there for about 15 minutes I turned my head and noticed a burnt looking tree about 50 yards to my left. I raised my shotgun and looked at it with my scope when I realized what I was seeing was not a tree but a large creature like I have never seen before, it stood about eight feet tall, had charcoal dark color hair covering its entire body. [The hair] was about three inches long and coarse in appearance. It was watching me as well as I was watching it. Its eyes were reddish-brown in color, it had long arms and walked up right never taking its eyes off me, and I never took my eyes off of it. This thing was just looking at me as if it had been watching me for some time. This thing scared me pretty bad if you can give me a call I will give you more details. This thing is out there this is not a joke what I saw was Real! I have never been scared of anything in the woods but this thing was massive in size and I can say this thing scared me, and I have not been back in the woods before daylight since."
2004.0,Oklahoma,Le Flore,"Having had the benefit of finding a footprint when I was 13, my interest in bigfoot has led me to privately research the subject for many years. Thanks to your website I have been able to concentrate much of my attention on Oklahoma, since it has many more reports than my native Kansas, which has not been updated. On that note, myself and some other interested participants traveled to Leflore County in SE Oklahoma in an attempt to find some evidence, since this area is a hotspot of reported activity."
2005.0,Oklahoma,Lincoln,"I had just got off work approximately 60 miles away and had been driving home. I saw something (I'm not saying it was a bigfoot,) large bending over (its back facing me). It looked like it was picking something up off the highway that runs over the bridge. It was pretty different than I had imagined they looked like, though. It was really tall, even bending over the way it was. It had long, straight brown hair, though, like a dog or something. I always pictured them to have black hair, but this was brown."
2002.0,Oklahoma,Lincoln,"In 2002, in early fall (it was still nice outside) I was driving to work.  Ahead of me, on the crest of a hill, I saw a creature crossing the road.  It did not remind me of a monkey.  The legs and torso were too long.  It was on all fours at first; the limbs were substantial.  It was covered with dark brown longish hair.  It started across the road on all fours; the back limbs looked about the same length as the front limbs.  It was not great big and bulky; however it was of considerable size.  There was quite a bit of room between the stomach area and the ground.  Very tall in that way.  After a few steps, it stood up and took a couple of huge running steps, as if trying to hurry up.  Then it leaped up over about a 6'  embankment and a fence.  I went back later on after work to the site, and there were numerous footprints of all kinds of game; obviously it was a frequently used crossing for all sorts of animals."
2003.0,Oklahoma,Logan,"My wife, daughter, son, and I were fishing at a lake near Guthrie Oklahoma.  It was the end of May and we decided to do some night fishing but arrived well before dark.  We got our poles in the water and were enjoying being outdoors when some doves started calling back and forth.  Our daughter began imitating the calls and did a fairly good job of it."
2004.0,Oklahoma,Love,"I was in the Love Valley Wildlife Management Area hunting feral hogs. I had been sitting on my stand for about two hours when I began to smell something akin to cat urine or skunk musk, and I thought that with the prevailing winds a large boar must have just crossed the ridge above me. So after a little while when the odor did not decrease I decided to see if I could circle around the top of the ridge and get a shot at the boar. I left my stand and moved about 60 yards down the base of the ridge (away from my hunting buddies who were in two different stands further down the base of the ridge) to a well used game trail and began my ascent. I got about halfway up the slope and something came flying through the air to my right and then after another step or two something came thought the air to my left this time by the sound of its landing and crashing through the brush, something much heavier than the first object. At this time I froze and began to scan the ridge line first with my eyes and then with my rifle scope, and I began to think that one of the guys I was hunting with was playing a prank on me. So I continued to climb the hill until a large piece of rock (it looked like a piece of ruined tombstone from the abandoned cemetery on the hill top but I am not sure) landed just at my feet and rolled down the hill with some force and momentum behind it. At almost that same moment I caught just the faintest glimmer of movement and from that was able to make out the shape of what looked like a huge man. I am 6' 2"" and 260 lbs but this thing was at least 9-10' tall and three or four times as broad as I am. I slowly brought my rifle and scope up to get a better look at it. Most of it was covered by brush and under growth but its head down to its upper chest were clearly visible. It had a shaggy coat (the breeze did a fair job of breaking up its silhouette) that was dark colored even with the aid of my scope all I could tell was that the beast was covered in fur and that it was of dark coloration. Its eyes seemed impossibly small for the size of its oblong head. I watched it with my scope for perhaps a minute or it could have been ten, I honestly could not tell you as I was not sure whether to be fascinated or terrified (from its size and mass I was not sure the 30-06 I had in my hands would be sufficient if I needed to be terrified). After a period of time I took one slow step back and then another after about my third slow step back down the hill the beast slowly turned as if to disregard me and my rifle and walked away in the other direction. After it was gone I found the piece of stone that had landed on the path in front of me and tumbled past and as I said before it could have been a piece of one of the crumbling tombstones from on top of the ridge or it could have been rock from some other source but I can tell you that I could not have thrown it at least not as far or with the same force as this rock had been thrown. I would estimate it to have weighed around 45-55 lbs.  After that I proceeded to go back down the base of the ridge to where both of my friends were still sitting in their stands one about 80 yards down from where I was set up and the other about 90 yards from the first. I have not shared this with them or anyone but my wife for fear of ridicule, but that is my story and it is what happened to me."
2009.0,Oklahoma,Major,"Something very unusual  just happened to me this Thanksgiving. I went with my wife to see her father.  The area is western  Oklahoma. It is wheat country.  The land is flat and laid off into square sections of land. Occasionally a stream interrupting the square sections of land. The streams are the only place you will find trees with the exception around the houses and machine sheds. There are wheat fields after wheat fields.  Other crops grown there such as sunflowers. I have tried counting wild turkeys. There would be as many as 200 in a flock feeding in the stubbed fields.  There are plenty of deer, some pheasant, rabbits, coon, lots of small rodents. I dont believe there are caves there."
2004.0,Oklahoma,McClain,"I was walking with my dog down a dirt road near my grandparents house. It was about 8pm and still light out. We were about 1/2 mile down the road when my dog started barking and going crazy. She would just stand between my legs and growl and bark, this is a big dog, a German Shepard. Finally I got her to calm down. I heard some grunting and moving around in the woods to our right, I figured it was a deer or wild hog. As I moved closer, I saw it raise up from behind a fallen tree. I'd say it was roughly 7' tall. I would guess it was 300-400 lbs, kinda reddish brown hair covering its body. Its face looked like a monkey in a way. I couldn't move, my dog was going crazy trying to stay between me and what ever it was. It was only there for a flash. I know it turned and ran off and my dog gave chase to it, and I turned and ran home. About 30-45 minutes later, my dog came home, panting, but unhurt. I have heard all kinds of noises at night there all my life. They sound like a ""whoomping"" sound, kinda like a howler monkey I've seen on the Discovery Channel."
2010.0,Oklahoma,McCurtain,I was with a friend of mine behind his grandmas house. We had seen some dead fish near a pond broke in half so we went back later that day to look to see what might have caused it.
2009.0,Oklahoma,McIntosh,"Me and my kids was traveling to Idabel Ok. June 19,2009. We took I-40 to Heneretta Ok. and then went South on the Indian Nation Turnpike, when my daughter 17yrs. said ""mom I think I just seen Bigfoot or something walking into the woods, I asked her what was it and she stated that whatever she saw looked like a man but had brownish hair all over it's body. I asked her did she see it's face and she said she could only see the back of it's head walking into the trees, she said it caught her attention because the trees in that area didn't have branches or leaves on the bottom part of the tree only at the top, so she could see it real good. I didn't think much about it until we were on our way back home and as we approached the area where she said she saw something I noticed a sign that said, "" Eufaula Exit"" and then I remembered seeing a special on cable about Bigfoot sightings in Oklahoma and one of the places that talked about was Eufaula."
2002.0,Oklahoma,Nowata,"Hello,I drive a delivery truck to Kansas 3 times a week.On the day of this sighting I had taken my 12 year old son with me on my route.As we turned onto Highway 10 from Highway 75 I told him to watch for deer on his side of the truck and I'd watch on mine. This road has had several deer killed from vehicles and I didn't want to hit one.As I drove we watched and seen no deer along the 6 miles stretch to Wann.As we rounded the curve on the east side of Wann it turns back into wheat fields, so we resumed watching for deer.As I started to watch on my side of the road I looked out across a winter wheat field (which is green this time of year)and noticed about 200-300 yards away a HUGE black figure bent over. I slowed the truck down to get a better look when my son turned to look at what I was looking at and he said,""Dad,is that a Bigfoot?""and about that time it stood upright and looked at the truck.I replied ""I think so.""I would have to say it was about 7-8 feet tall and about 300-500 pounds with jet black hair and a cone shaped head and very well proportioned. As we watched it for about 2 minutes it just stood there and watched us while it ate something it was picking off of a small branch it held in its right hand. (berries perhaps)The wierd thing about it it never ran or walked away.As we drove on it turned its whole body to watch us drive off not just its head. Now when I drive that road I carry a digital camera with me to get a picture if I happen to see it again."
2009.0,Oklahoma,Osage,"Alright me and some friends were camping out about 10 miles south of Barnsdall, Oklahoma and we had to run some girls to wooloroc to meet their ride. After we dropped them off we headed back south to Barnsdall, we were driving and something caught my eye on the side of the road.  I looked over and my friend was seeing the same thing. It was bent over in a ditch by a guardrail and was about 5 feet tall squatted down.  It was probably about 3 to 4 foot wide. As we passed it just kinda glanced over at us. This was happening around 1:00 a.m. that night. We were just blank minded and then finally decided to turn around and go back to see if we could still see it. But when we got back there we couldn't find the creature. We back the next day and could only find flattened grass."
2009.0,Oklahoma,Payne,"My teenage son is a night owl and was awake in his bedroom late one night/early one morning.  Approximately 2 or 3 am, he heard what he described as a ""metal scraping on wood"" sound outside his bedroom window.  He then heard several inhalations/exhalations as if something was sniffing at the window followed by a loud grunt.  He described this sound as ""buck snort"" or someone clearing their throat.  We have 3 little dogs in a pen right by his window and he reported that the dogs were not barking which is odd because they usually bark at everything!!  He immediately got out of bed and spent the rest of the night on the couch.  He wouldn't sleep for several nights following this incident.  He told me about it the next morning.  When I got home from work that afternoon, I went around to his window to investigate.  The window was open approximately 1-2 inches.  We have casement type windows and he had rolled them in but not latched them so they could have been opened from the outside but it would have taken some effort.  We live near a major highway so I immediately thought that it might be a vagrant trying to break in.  2 days later, I returned home from shopping around dusk and found the door on a camping trailer we had on the property had been opened.  No one was in the trailer and nothing appeared to have been tampered with.  The metal that my husband had wedged in the door to latch it was on the ground right by the steps.  The wind wasn't blowing that day so we know it didn't blow open."
2011.0,Oklahoma,Pushmataha,"It was Thursday 11/25/11 at approximatly 8:20 just outside of Albion Oklahoma. I have 50-acres of mountain hunting land on K-trail mountain road. It was lightly raining and around 50 deg. I was by myself setting up a second feeder for the morning hunt. I walked approximatly 30 yards off the road to move some brush and I heard a very strange howl/growl. It was just on the other side of the road by my truck. I started heading back to my truck and it howled again. I had never heard anything like this before. I yelled back at it, and it responded with a more aggressive howl. Shortly after that a large rock came up through the brush and landed in the road. This exchange of howls/growls went on for 20-minutes. I never saw anything but I can tell you it wasn't a bear or deer. I guess there is something to the sign I saw on Indian highway "" Indian HWY Home of Bigfoot""."
2002.0,Oklahoma,Rogers,"My sighting happened on November 21, 2002, on or about 7:30am in Catoosa, Rogers County, Oklahoma. I work in a dental office, and happened to look out of the window and saw what I automatically knew was a bigfoot/sasquatch, walking beside an abandoned house. It was very dark brown or nearly black, thick neck with broad shoulders,and had a wide skull, it was at least 7ft.tall. I only saw the backside of the animal. I can best describe it as primate looking animal that stood more upright than a gorilla but somewhat stooped, it slowly swung its arms, and had a slight knee bend."
2008.0,Oklahoma,Sequoyah,"I found foot prints in my yard . I made a cast of one and it shows some toes, an arch and even the foot ball."
2009.0,Oklahoma,Tulsa,"Last night my friend, his girlfriend, and I went kayaking around Keystone Lake, in Oklahoma. The lake levels have been about 15 ft above normal, and we decided to go kayaking and camping. There is a penninsula that is open during the day to people to use four wheelers and dirt bikes on, but since the water has been so high for about a month it has been inaccessable to them due to the path going out there, is under water. We got out there about 8:00 p.m. and kayaked the mile or so to a nice sandy beach, and set up the tent and started a fire. We cooked hot dogs and fished a bit but caught nothing. Midnight rolled around and my friends girlfriend had to be at work early the next morning so he was going to escort her back to her car. Just as they were getting their gear together, we heard some grunting and repeating howling noise with the same tone pattern about five times. I am an Eagle Scout and a seasoned camper in these parts, so hearing this noise frightened me a bit and made me not want to tend the fire alone on the island. I then kayaked with the two of them back to the cars. My friend and I returned to the camp site about 1:30 or so, we got the fire started again and decided to fish a small wooded area that was under water 50 or so feet from our beach. We did that with no success for 30 minutes or so, and headed back to the beach. My friend was about 20 feet the shore and I was about 30 feet and we passed a lower area with willow trees on our way back to our camp and a very large rock, much too large for a human to pick up and throw landed within feet of his kayak. We stopped and shined our flash lights at the shore to see what threw that at us. We could only see just beyond the trees due to the low hanging willow trees. We sat and talked a minute about what just happend and another slightly larger rock landed in the same area making a huge splash. We both got really scared and back paddled a good distance from the shore. I told him what I thought had just happend and watching a show on Bigfoot one time, I remembered that they throw rocks and make similar noises to the ones we had heard earlier. We made the decision to pack up and head out. We heard or saw nothing else while packing up the tent and gear. We took turns shining a light in the forest while the other packed his gear, because we were both pretty scared. I have camped hundreds of nights and have never left in the night, like we did last night. We kayaked around the island before we left to see if any boats were anchored, but we were definitly the only humans on the island."
2011.0,Oregon,Baker,I was among a group that spent the summer and fall on the side of mountain several thousand feet up opening old gold mines closed down due to WWII.
2009.0,Oregon,Benton,"My wife and I love to take our three young children on small treks (we usually hike 3-5 miles). We live very close to Silver Falls, but wanted to venture out a bit more. We read about Mary's Peak, just outside of Philomath and thought we'd give it a try. The following is what my wife wrote in her blog last night. Here is the link, where you can find some pictures of the area we hiked"
2005.0,Oregon,Benton,"While on a hike during this nice sunny day, I heard a low grumbling sound. My husband was leading me along the trail and he did not hear this sound. I stopped him and described the sound to him as a sort of ""wild boar"" type sound. It was VERY hard to describe. The sound was low, deep, like a vibrating growl or snort. We looked around and listened. When we didn't hear anything for quite a few minutes, we began walking again. Not more than 3 or 4 steps down the trail we hear a rustle noise and I quickly turned to see a rock or something rather large, dark and round fall to the ground with a large THUMP! The item had landed just where I was standing only a moment before. My husband heard this large item hit the ground and we stood stunned for a moment trying to figure out where it came from. I looked around the area and found a rock about the size of a baseball sitting where the item had hit the ground. My husband and I could NOT figure out where it had come from. Was a rock in the tree and it just now fell? Did something throw that rock at us? We were a bit jumpy but kept on down the trail. About 1/4 mile along the trail we hear a loud ""whomp, whomp"" like wood against wood sound ahead of us up on the hill. I asked my husband what that was and he decided it was probably just some people doing work on the trail. I didn't believe that's what it was. It sounded too heavy to be man made. Maybe machinery, but there was no motor sound and it was a Sunday evening. I doubt workers were on duty at this time and on this day. Just then we heard the sound move and we turned to hear the same wood on wood ""whomp"" noise behind us on the trail and still above us on the hill. My husband remarked, ""If that was bigfoot I don't know how he moved that quickly!"" I told him that we could rule out trail workers and that it was quite possible that it was TWO bigfoot communicating with each other. We joked about it, but we were both very shaken. We just could not come up with a more reasonable explanation for this sound. My husband describes this sound as a person hitting a tree quite hard with a large log. After yet another few minutes of looking around and hoping to see something, we walked along the trail without answers. After this we heard nothing more and came across several hikers on the last mile of the trail. Several hikers had dogs and we didn't hear any dogs going wild barking at anything unusual. My husband and I were going to stop some hikers to ask if they had heard anything, but we didn't want to look crazy or scare them away from the trail. Other than the rock being thrown at us we didn't feel as though we were in any kind of danger. When I got home I called my father who is quite familiar with forest animals and noises. He couldn't explain where the rock would have come from, but he believes that the wood on wood sound could possibly be deer or elk. I doubt that it was deer or elk just because the trail was so populated. They would have been spooked by the hikers and the dogs... besides, the ""whomp"" sound was SO heavy and SO loud that I can't imagine a deer making such a large sound. We didn't smell anything, we didn't see footprints...but I can't think of anything else that would explain these noises and the rock being thrown at us. I just really feel as though it could have been ""Bigfoot""."
2002.0,Oregon,Benton,"What I saw was a thing about 6 foot tall, all black and short hair, its body was skinny and its forearms were bigger than its biceps. It was leaning over, drinking out of a stream by the path I was walking on. It had to be very strong because wen I came walking by, it stood up on two legs very fast and grabbed on to the tree behind it to help it up the hill. This thing I saw almost looked like a monkey except way too tall to be a monkey and also way to skinny to be a bear and too fast."
2009.0,Oregon,Clackamas,"My boyfriend and I were hanging out around our campfire when the most unusual terrifying sound filled the air around us close to or just after 1100 PM. It was difficult to tell what direction it was comeing from, it seemed to surround us. It was a high-pitched screaming sound with whoops, reminicent to a siren and it was fairly continuous. It sounded otherworldly and struck fear into us instantly. We froze in terror and listened for about 30 seconds as the screaming whoops got louder and closer-sounding. Then we ran to the truck and honked the horn like crazy. The sounds continued and we sat listening for a good ten minutes as the sounds continued but seemed to move further away. We exited the truck and tore down camp immediately, pausing every few minutes to monitor the distance of the sounds, jumping into the truck for a minute or so again when the sounds would get close, honking the horn occasionally for good measure. We pulled out of camp at 1145 PM. On the drive down the hill we spotted a deer crossing the road. When we got home exhasted as we were we got right on the computer and googled coyote calls to compare to what we heard. Nothing quite fit, the closest we got was to audio of a whole pack of coyotes hunting and vocalizing. This morning, unsatisfied and curious I googles ""screams in the woods"" and found your site. When I listened to the 1978 recording in Washington of whooping screams I felt like I was right back in camp. THAT is what I heard EXACTLY!"
2009.0,Oregon,Clackamas,"ok, I'm 34 so what I'm about to tell you , I am still having trouble accepting, I've wondered about this since I was little. Now I KNOW,....."
2008.0,Oregon,Clackamas,"On Monday, Aug. 25th at approximately 7:30 p.m. my friend and I were traveling westbound on Hwy 26 approaching Rhododendron.  We observed a car parked off the road in the east side emergency lane.  The car in front of us pulled off abruptly and we wondered if there was an accident or animal that had been hit by a car.  We proceeded slowly around the vehicle when an ""ape-like"" creature approx 6 ft. tall sprang from the woods.  It crossed the road behind us and was nearly hit by another westbound car.  We were approximately 10 ft. from the creature which appeared to be standings somewhat erect, but when it ran it ran with its hands on the ground like a monkey or gorilla.  We are sure that the others in the vehicles on the side of the road observed the same creature.  We are surprised there are no recent reports from this sighting."
2008.0,Oregon,Clackamas,"Near the end of August, this year 2008 a couple of friends and I went camping/Bigfoot hunting around the upper Collawash River in the Oregon Cascade Range east of Estacada with the intensions of finding a spot I had been told about by a guide on a whitewater rafting trip I had taken with my brother in 2006. Unfortunately, when we got to our destination, I was the only one in our group that wanted to look for Bigfoot. Disappointed but not dissuaded, I tried to keep the rest of the group (2 guys and 1 girl) at least somewhat interested in the Bigfoot search, to little avail. The first night we camped (under much protest) quite a way into the bush and away from the overcrowded camp grounds where everyone felt more comfortable.  We followed an old logging road until it ended at a very secluded spot atop a ridge and maybe 250 to 350 yards directly south of the clear cut power line running east/west. The first night was interesting as we continued to hear distinct wood knocking; they started at around 11:00pm. Most were far off and very fast, 4 to 7 quick, sharp cracks directly east of us that would echo across the valley only to be answered from another direction farther south and then north but at first they were pretty far off. Everyone thought they were gunshots but this was a really dark night and these sounds were coming from pretty deep in the thick forest accessed only by not well traveled logging roads and from at least 3 different sources that for the life of me, sounded like they were communicating so I ruled out gunshots. These sounds continued to get closer to our campsite as the night wore on. At one point, maybe 12:30 or 1:00am the group wanted to drive over to the power lines, where the trees werent so thick and you could see for several miles, I decided to stay at camp and hope for something to happen. Almost immediately after everyone left, I started hearing sticks breaking from the direction they had driven out on and everything got real quiet. Now Im from Montana and have spent many a night camped alone in far more rugged mountains than I was in now and have experienced most of the wildlife at least partially up close and personal that our American forests have to offer but I gotta tell you, I got a little spooked while they were gone! I did what any self respecting outdoors man would do andput a lot more wood on the fire! I didnt hear anything at that time that sounded too bizarre but I was glad when everyone got back. My buddy asked me if I was knocking rocks together while they were gone. I told him I hadnt and asked what they heard. He said that they were out looking at the valley from the top of the road we came in on, about 250 to 350yards away and they all heard distinct knocking coming from the direction of our camp, he said it sounded like rock on rock. Later after everyone had gone to their tents I again decided to stay up. At around 3:30am I heard a very low grumble with a huff followed by what sounded like a lot of breath being pushed out and very close to the fire, maybe 30ft. At first I thought it was a bird or something, then, almost immediately another answered the first from across the clearing we were camped in directly behind me. I put my flashlight on where I heard the sound coming from and it would stop. 10 min later it would start up again. I dont know why I didnt get anyone up to listen with me but I didnt. This went on for about an hour, until the sun started to brighten the sky and you could see a lot better. I never heard walking or anymore sticks breaking but those grunting noises were definitely close and there was at least 2 of whatever was making them. It wasnt until on our way home that my buddy told me that he had heard the grunts too and, I love this, he was too scared to get up and investigate. The next day we went looking for another campground. I didnt want to leave but I was definitely the minority on the subject. As we were driving down, I believe was FR43, my buddy and I in his rig and his friends behind us in theirs, something very big ran across the road about 150yrds in front of us. It was dark brown or black and uniform in color and at least 8ft to 9ft tall and moving like a freight train, it was huge! We only saw it for maybe a second before it tore into the trees running from the right to the left. My skeptical buddy looked at me and said Did you see that! I had my video camera in my lap but there was no way I could have gotten a shot of this thing, it was really moving! We stopped where we thought it crossed the road and you could see quite clearly where something had came down the incline on the right side of the road, we didn't smell anything. We got out and I climbed the small incline that it had come down to investigate and after 30 min or so found a barefoot track 18 long x 7½ wide and got video of it. I can send you the video and have other stories of the area as well. We did have material to cast the print but since it was in the mossy ground that covers most of the Oregon forest my buddy refused to cast the print claiming that we wouldnt get anything from it. I was furious but it was his stuff and I learned the hard way to pack your own gear!"
2004.0,Oregon,Clackamas,"13 Miles south of Glen Avon Bridge on the Molalla River in Oregon, my friend, myself and two large dogs jumped out of my truck to check up on a regular camp site we use throughout the summer. We walked only about 25 ft from the gravel road and a huge sound of bushes/trees crackling and breaking came from our left. I saw the disturbance out of the corner of my eye and when I looked over, I could see the brush moving violently about 10 ft beyond our path. I didn't see any thing but  there was an enormous two or three steps traveling away from us and I could feel the vibration of the weight of the steps under my own feet. That was no deer or elk, the pounding of steps was too heavy and there was a distinct - one step, then a broad second step hitting the ground.  I instantly knew that we had definitely startled something that was very big, very close and very fast."
